input_year,forecast_year,scenario_family,mask_scope,mask_kind,mask_name,masked_ticker,ticker,baseline_rank,masked_rank,signed_rank_delta,absolute_rank_delta,baseline_confidence,masked_confidence,confidence_delta,baseline_score,masked_score,score_delta,selected_feature_count,usable_feature_count,missing_selected_feature_count,ticker_directly_masked,sensitivity_label
2025,2026,A,dataset_wide,category,derived,,FROTO,6,10,4,4,1.0,0.6667,-0.3333,0.6406,0.4046,-0.236,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,GUBRF,10,15,5,5,1.0,0.6667,-0.3333,0.6207,0.383,-0.2377,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,HEKTS,40,39,-1,1,0.9167,0.6667,-0.25,0.2047,0.1758,-0.0289,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,KONTR,38,38,0,0,1.0,0.6667,-0.3333,0.2742,0.1856,-0.0886,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,KRDMD,34,32,-2,2,1.0,0.6667,-0.3333,0.3513,0.2503,-0.101,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,KUYAS,32,36,4,4,0.9167,0.6667,-0.25,0.374,0.2007,-0.1733,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,MAVI,28,30,2,2,1.0,0.6667,-0.3333,0.4205,0.2665,-0.154,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,MGROS,14,7,-7,7,1.0,0.6667,-0.3333,0.5952,0.4134,-0.1818,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,MIATK,33,34,1,1,1.0,0.6667,-0.3333,0.3557,0.2284,-0.1273,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,OYAKC,25,29,4,4,1.0,0.6667,-0.3333,0.4722,0.2672,-0.205,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,PASEU,31,28,-3,3,0.8333,0.6667,-0.1666,0.386,0.2715,-0.1145,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,PETKM,37,33,-4,4,0.9167,0.6667,-0.25,0.3093,0.2329,-0.0764,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,PGSUS,12,8,-4,4,1.0,0.6667,-0.3333,0.6018,0.4134,-0.1884,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,SASA,35,35,0,0,1.0,0.6667,-0.3333,0.3377,0.214,-0.1237,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,SISE,8,3,-5,5,1.0,0.6667,-0.3333,0.6304,0.4799,-0.1505,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,TAVHL,3,5,2,2,1.0,0.6667,-0.3333,0.7021,0.4439,-0.2582,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,TCELL,11,11,0,0,1.0,0.6667,-0.3333,0.6068,0.3946,-0.2122,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,THYAO,20,21,1,1,0.9167,0.6667,-0.25,0.5155,0.3517,-0.1638,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,TOASO,16,20,4,4,1.0,0.6667,-0.3333,0.5776,0.3526,-0.225,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,TRALT,7,14,7,7,1.0,0.6667,-0.3333,0.6398,0.3854,-0.2544,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,TRMET,21,23,2,2,1.0,0.6667,-0.3333,0.5146,0.337,-0.1776,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,TSKB,30,31,1,1,1.0,0.6667,-0.3333,0.4019,0.253,-0.1489,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,TTKOM,2,1,-1,1,1.0,0.6667,-0.3333,0.7772,0.5436,-0.2336,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,TUPRS,13,17,4,4,1.0,0.6667,-0.3333,0.6008,0.3717,-0.2291,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,TURSG,9,12,3,3,1.0,0.6667,-0.3333,0.6237,0.3921,-0.2316,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,derived,,ULKER,27,24,-3,3,1.0,0.6667,-0.3333,0.4655,0.3352,-0.1303,12,8,4,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,AEFES,24,39,15,15,1.0,0.5833,-0.4167,0.4741,0.148,-0.3261,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,ARCLK,18,26,8,8,1.0,0.5833,-0.4167,0.5382,0.2698,-0.2684,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,ASELS,1,1,0,0,1.0,0.5833,-0.4167,0.8305,0.5259,-0.3046,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,ASTOR,19,18,-1,1,1.0,0.5833,-0.4167,0.5235,0.3246,-0.1989,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,BIMAS,4,9,5,5,1.0,0.5833,-0.4167,0.6832,0.3674,-0.3158,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,BRSAN,22,14,-8,8,1.0,0.5833,-0.4167,0.4969,0.3459,-0.151,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,BTCIM,36,32,-4,4,1.0,0.5833,-0.4167,0.3151,0.2024,-0.1127,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,CANTE,39,36,-3,3,1.0,0.5833,-0.4167,0.2371,0.1725,-0.0646,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,CCOLA,23,35,12,12,1.0,0.5833,-0.4167,0.4758,0.1728,-0.303,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,CIMSA,17,11,-6,6,1.0,0.5833,-0.4167,0.5399,0.3541,-0.1858,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,DOAS,29,37,8,8,1.0,0.5833,-0.4167,0.404,0.1705,-0.2335,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,DSTKF,15,7,-8,8,0.9167,0.5,-0.4167,0.5853,0.4073,-0.178,12,6,6,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,ENKAI,5,4,-1,1,1.0,0.5833,-0.4167,0.6757,0.4351,-0.2406,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,EREGL,26,22,-4,4,1.0,0.5833,-0.4167,0.4698,0.2834,-0.1864,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,FROTO,6,20,14,14,1.0,0.5833,-0.4167,0.6406,0.3201,-0.3205,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,GUBRF,10,5,-5,5,1.0,0.5833,-0.4167,0.6207,0.4348,-0.1859,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,HEKTS,40,40,0,0,0.9167,0.5,-0.4167,0.2047,0.137,-0.0677,12,6,6,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,KONTR,38,38,0,0,1.0,0.5833,-0.4167,0.2742,0.1677,-0.1065,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,KRDMD,34,27,-7,7,1.0,0.5833,-0.4167,0.3513,0.2358,-0.1155,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,KUYAS,32,24,-8,8,0.9167,0.5,-0.4167,0.374,0.2764,-0.0976,12,6,6,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,MAVI,28,30,2,2,1.0,0.5833,-0.4167,0.4205,0.2219,-0.1986,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,MGROS,14,16,2,2,1.0,0.5833,-0.4167,0.5952,0.3316,-0.2636,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,MIATK,33,28,-5,5,1.0,0.5833,-0.4167,0.3557,0.2274,-0.1283,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,OYAKC,25,25,0,0,1.0,0.5833,-0.4167,0.4722,0.2755,-0.1967,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,PASEU,31,23,-8,8,0.8333,0.4167,-0.4166,0.386,0.2818,-0.1042,12,5,7,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,PETKM,37,34,-3,3,0.9167,0.5,-0.4167,0.3093,0.1964,-0.1129,12,6,6,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,PGSUS,12,17,5,5,1.0,0.5833,-0.4167,0.6018,0.3289,-0.2729,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,SASA,35,33,-2,2,1.0,0.5833,-0.4167,0.3377,0.2016,-0.1361,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,SISE,8,19,11,11,1.0,0.5833,-0.4167,0.6304,0.3212,-0.3092,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,TAVHL,3,3,0,0,1.0,0.5833,-0.4167,0.7021,0.4372,-0.2649,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,TCELL,11,21,10,10,1.0,0.5833,-0.4167,0.6068,0.3088,-0.298,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,THYAO,20,10,-10,10,0.9167,0.5,-0.4167,0.5155,0.3634,-0.1521,12,6,6,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,TOASO,16,15,-1,1,1.0,0.5833,-0.4167,0.5776,0.3456,-0.232,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,TRALT,7,2,-5,5,1.0,0.5833,-0.4167,0.6398,0.4568,-0.183,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,TRMET,21,13,-8,8,1.0,0.5833,-0.4167,0.5146,0.3525,-0.1621,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,TSKB,30,29,-1,1,1.0,0.5833,-0.4167,0.4019,0.2273,-0.1746,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,TTKOM,2,6,4,4,1.0,0.5833,-0.4167,0.7772,0.4223,-0.3549,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,TUPRS,13,12,-1,1,1.0,0.5833,-0.4167,0.6008,0.3533,-0.2475,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,TURSG,9,8,-1,1,1.0,0.5833,-0.4167,0.6237,0.3696,-0.2541,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,unknown,,ULKER,27,31,4,4,1.0,0.5833,-0.4167,0.4655,0.2065,-0.259,12,7,5,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,vendor_xlsx,,AEFES,24,18,-6,6,1.0,0.8333,-0.1667,0.4741,0.4513,-0.0228,12,10,2,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,vendor_xlsx,,ARCLK,18,19,1,1,1.0,0.8333,-0.1667,0.5382,0.4449,-0.0933,12,10,2,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,vendor_xlsx,,ASELS,1,1,0,0,1.0,0.8333,-0.1667,0.8305,0.6804,-0.1501,12,10,2,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,vendor_xlsx,,ASTOR,19,17,-2,2,1.0,0.8333,-0.1667,0.5235,0.4528,-0.0707,12,10,2,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,vendor_xlsx,,BIMAS,4,3,-1,1,1.0,0.8333,-0.1667,0.6832,0.6064,-0.0768,12,10,2,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,vendor_xlsx,,BRSAN,22,29,7,7,1.0,0.8333,-0.1667,0.4969,0.3697,-0.1272,12,10,2,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,vendor_xlsx,,BTCIM,36,36,0,0,1.0,0.8333,-0.1667,0.3151,0.2395,-0.0756,12,10,2,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,vendor_xlsx,,CANTE,39,39,0,0,1.0,0.8333,-0.1667,0.2371,0.1582,-0.0789,12,10,2,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,vendor_xlsx,,CCOLA,23,21,-2,2,1.0,0.8333,-0.1667,0.4758,0.4275,-0.0483,12,10,2,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,vendor_xlsx,,CIMSA,17,23,6,6,1.0,0.8333,-0.1667,0.5399,0.4152,-0.1247,12,10,2,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,vendor_xlsx,,DOAS,29,24,-5,5,1.0,0.8333,-0.1667,0.404,0.3899,-0.0141,12,10,2,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,vendor_xlsx,,DSTKF,15,16,1,1,0.9167,0.75,-0.1667,0.5853,0.4585,-0.1268,12,9,3,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,vendor_xlsx,,ENKAI,5,8,3,3,1.0,0.8333,-0.1667,0.6757,0.5286,-0.1471,12,10,2,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,vendor_xlsx,,EREGL,26,25,-1,1,1.0,0.8333,-0.1667,0.4698,0.3891,-0.0807,12,10,2,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,vendor_xlsx,,FROTO,6,4,-2,2,1.0,0.8333,-0.1667,0.6406,0.6,-0.0406,12,10,2,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,vendor_xlsx,,GUBRF,10,13,3,3,1.0,0.8333,-0.1667,0.6207,0.4967,-0.124,12,10,2,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,vendor_xlsx,,HEKTS,40,40,0,0,0.9167,0.75,-0.1667,0.2047,0.1024,-0.1023,12,9,3,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
2025,2026,A,dataset_wide,category,vendor_xlsx,,KONTR,38,38,0,0,1.0,0.8333,-0.1667,0.2742,0.205,-0.0692,12,10,2,True,"Serving-heuristic sensitivity only — describes how this deterministic ranking recipe responds to missing inputs; it does not measure predictive skill, which remains indistinguishable from the null."
